,fuzz_locations,fuzzed
12816,markhamrd&selectave,markham
12817,birchmount.&sheppard,birchmount
12818,finearts&ianmacdonalds,founderseast&ianmacdonaldblvd
12819,almadr&scarlett,alma&scarlett
12820,dvictoriaparkhwybridge&yorkmills.,victoriapark
12821,dundas&keel,dundaswest&keele
12822,bayst&elmst,bay&elm
12823,steeles&younge,eeleseast&yonge
12824,mccowan&standrews,mccowan
12825,drycottdr&victoriapark,victoriapark
12826,dundas&paulartdr.,dundaswest&paulart
12827,advancerd&kiplingave,kipling
12828,donmills&finchavee,donmills
12829,faywood&invermay,faywoodblvd&invermay
12830,427&carrier,carrier
12831,alness&stteles,alness&eeleswestsouth
12832,bennatyne&leslie,leslie
12833,carlingview&lawrence,carlingview
12834,front&princessstreet.,aines
12835,eglintonw&royalyork,eglintonwest&royalyork
12836,ynge&yorkville,nue&yorkville
12837,finchstation$oldfinch&valleycenterdrive,finchwest
12838,oldyongerd&yorkmillsrd.,yonge
12839,oakwoodloop&onrobina,oak&weston
12840,lawrance&scarboroughgolfclubrd,lawrenceeast&scarboroughgolfclub
12841,401underpass&bayview,bayview
12842,janest.&westonroad,weston
12843,finch&highway27,finchwest&highway
12844,keelesst&rogersrd,keele
12845,majormackenzie&markhamrd.,markham
12846,hartsdaledr&westway,hartsdale&thewestway
12847,siskinterrace&staines,aines
12848,avenuerd.&davenpourt,bay&davenport
12849,keelest&rusticrd,keele
12850,busroadway&cnrail,broadway&yonge
12851,morningside&neilson,morningside
12852,evans&garrochplace,evans&garrochpl
12853,dalrymple&jane,jane
12854,alexmuirblvd&finch,alexmuirblvd&fincheast
12855,lowcrest&warden,warden
12856,islandroad&portunion,island
12857,avenuerd&glengrove,dufferin&glengrove
12858,queenste&sherbourne,queeneast&sherbourne
12859,mariposa&stclair,clair&ion
12860,garage&longbranchloop,longbranchloop
12861,millwood&ocerlea,millwood&overleablvdnorth
12862,brentcliffe&overlea,brentcliffe&eglintoneast
12863,coleman&danforth,danforth
12864,markhamrd.&sheppard,markham
12865,keele&lepagecourt,keele&lepagecrt
12866,rowntreedairy&weston,weston
12867,dupont&symmyngton,dupont&symington
12868,avenueroad&boswell,davean
12869,lawrence&royalyork.,royalyork
12870,bicknell&oldweston,weston
12871,egltinon&ennerdale,eglintonwest&ennerdale
12872,dockside&q.q.,dockside&queensquayeast
12873,floranseave&pharmacy,pharmacy
12874,ellesmererd.&pharmacyave.,pharmacy
12875,cottonave&stclair,clair&ion
12876,bloorstwest&runnymede,bloorwest&runnymede
12877,loop-steeleswest&youngst.,eeleswest
12878,dundas&eastmallcres,dundaswest&eastmallcres
12879,bathurst&vesta`,b&hurst&vesta
12880,markhamrd.&milnerave,milner
12881,courageav&janest,jane
12882,bathrust&finch,b&hurst&finchwestsouth
12883,lawrenceavee&overtureroad,lawrenceeast&overture
12884,duff&geary,dufferin&geary
12885,morningside&peathst,morningside
12886,34m.b&eellesmere&morningside,ellesmere
12887,morningside.&staines,morningside
12888,altontowersnjustsouthof&mccowan,mccowan
12889,161rogersrd.&weston,weston
12890,lawrence&yongstation,lawrence&yonge-lawrence&ion
12891,markhamroad&sheppardavenueeast,markham
12892,royalyork&southofbloor.,royalyork
12893,blakemanorblvd&markhamrd,blakemanorblvd&markham
12894,majormackenzie&ridgcrest,majormackenzieeast&ridgecrest
12895,bellmanor&berryrd,bellmanor&berry
12896,progress&schick,progress&schickcrt
12897,cantlepathburnhamthorpe&eastmall,burnhamthorpe
12898,finch&morningview,fincheast&morningside
12899,langstaff&westonrd,weston
12900,bywooddr&islington,bywood&islington
12901,finchave.&victoriapark,victoriapark
12902,bradstockrd.&westonrd.,weston
12903,birchmountrd.&danforth,birchmount&danforth
12904,badstock&westonroad,weston
12905,islington&milday,islington&milady
12906,donmills&stdenis,donmills
12907,bloor&millrd.,bloorwest&mill
12908,sheppardavenueeast&victoriaparkavenue,victoriapark
12909,sheppardnb&warden,warden
12910,gararay&weston,garyray&weston
12911,danforthave.&danforthroad,danforth
12912,bloor&crawford,wynford
12913,garage&oldmillstation,atkinson
12914,eastmall&valhalla,theeastmall&valhallainnnorth
12915,donmillsrd&finchavee,donmills
12916,catrlaw&lakeshoreblvd,carlaw&lakeshoreblvdeast
12917,lawerence&marhamrd,lawrenceeast&markham
12918,crayon&weston,craydon&weston
12919,duff&st.clair,carrier
12920,finchwest&virgilwood,finchwest
12921,majormac&warden,warden
12922,ellesmere&militarytrailatuft,ellesmere&militarytrail
12923,parliament&wellesleyst.,parliamentwest&wellesleyeast
12924,brimley&ellesemere,brimley&ellesmere
12925,garage&ki;lingstation,kipling
12926,hwy27&nearticdr.,highway&martingrove
12927,commissioners.st&lakeshore,commissioners
12928,eglintonavewest&spadinard&,eglintonwest&spadina
12929,lamontave&sheppard,lamont&sheppardeast
12930,cherry&commissioners$york&wellington,commissioners
12931,coxwellqueen$wardenstation&pharmacyeglinton,pharmacy
12932,barkdeme&kennedy$victoriapark,kennedy
12933,overlea$papestation&thorncliffe,thorncliffepark
12934,downsviewdrummond&keele,keele
12935,kennedy&steeles$stc,kennedy
12936,lakeshore&oldmillstation-humberloop-marineparade,marineparade
12937,donmillsstation&midland,midland
12938,ellesmere&warden.,ellesmere&warden
12939,busroadway&railwaycrossing,tycos
12940,finchbetweenbayview&leslie,leslie
12941,eglinton&markhamrd.,markham
12942,mcnicoll&shadyhollowdr,mcnicoll&shadyhollow
12943,brenyonway&sewellsrd.,brenyonway&sewells
12944,leslie&mcnicollav,leslie&mcnicoll
12945,baldoon&finchaveeast,baldoon&fincheast
12946,majmackenziedr&warden,warden
12947,centhospitalloop&neilson,centenaryhospitalloop&neilson
12948,arrow&fincha,arrow
12949,125bamburghcircle&warden,warden
12950,kiplingave&norseman,kipling&norseman
12951,llyodmanor&rathburn,lloydmanor&r&hburn
12952,birchmountrd.&ellesmererd,birchmount
12953,laurentidedr&yorkmillsrd,laurentide&yorkmills
12954,bathurst&sheppardwb,b&hurst&sheppardwest
12955,steeprock&whitehorse,eeprock&whitehorse
12956,mccowanrd.&nuggetave,mccowan
12957,finchave.&senecacollage,fincheast
12958,carnwallisdr&kennedy,kennedy
12959,selwyn&st.clair,ewry
12960,lawrance&rushlydr,lawrenceeast&rushleywest
12961,ancaster&wilson,wilson
12962,lawrenceavee&valiaroad,lawrenceeast
12963,kingstonrd&saundersrd,kingston
12964,coronationdr&morningsiderd,morningside
12965,birchmount&danforthav,birchmount&danforth
12966,mtpleasant&sheldrakeblvd,mtpleasant&sherwood
12967,harbord&wellsley,sherbourne&wellesleyeast
12968,avenuers&stclements,clements&nue
12969,dufferin&hallem,dufferin&hallam
12970,davenport&dopunt,davenport&dupont
12971,parkwoodsvilla&yorkmills,yorkmills
12972,dawes&secordav,dawes&secord
12973,bloor&kingsmillroad,lesmill
12974,dinnickcir&mt.pleasant,dinnickcres&mtpleasant
12975,blackcreek&eglinto,blackcreek&eglintonwest
12976,mouldave&pritchardave,mould&pritchard
12977,steeles&vic.park,keele
12978,broadviewave&browningave,broadview
12979,donmillsrd&eglintonavee,donmills
12980,steeles&villagegt,eeleswest&villageg&e
12981,danforth&eastlynnave,danforth&eastlynn
12982,dufferin&eglintonave,dufferin
12983,jane&oslow,jane
12984,midland&steelesave,midland
12985,hwy407&wardenrd,warden
12986,finchstation&kennedy,kennedy
12987,guildwoodpky&kingstonrd,guildwoodpkwy&kingston
12988,dollyvarden&ellesemere.,dollyvardenblvd&ellesmere
12989,finch.&neilson,fincheast&neilson
12990,steelsave&wardenrd,warden
12991,neilsonrd&sheppardave,neilson&sheppardeast
12992,egllintonavee&lebovicave,eglintoneast&lebovic
12993,queensplate&rexdale`,queen'spl&e&rexdaleblvd
12994,bathurstst&churchst,church
12995,almer&yonge,aylmer&yonge
12996,bertlandave&kennedy,kennedy
12997,maj.mackenzie&ralphchamers,majormackenzieeast&ralphchalmers
12998,morninside&oldfinch,morningside&oldfinch
12999,parkviewhills&woodbinenorth,merrill&woodbine
13000,danforthave.&dawes,danforth
13001,ellesmererd.&militarytrail,ellesmere&militarytrail
13002,laekshore&mimico,lakeshoreblvdwest&mimico
13003,eglinton&holy,eglinton&ion
13004,finchdenesquare&newgate,finchdenesq
13005,donmiils&fresmeadow,donmills&freshmeadow
13006,kingstonrd&parkcrestent,kingston
13007,kennedy&munham,kennedy&munhamg&e
13008,selectave.&tapscottrd,tapscott
13009,newgalegate&tapscottrd.,tapscott
13010,eglinton&labovic,eglintoneast&lebovic
13011,eglintonstation&leslie,leslie
13012,haregate&victoriapark,victoriapark
13013,ellesmererd&morningsideave,ellesmere
13014,belleamy&lawrence,bellamynorth&lawrenceeast
13015,burnamthorpe&kipling,burnhamthorpe&kipling
13016,julain&wilson,wilson
13017,lawrence&makrham,lawrenceeast&markham
13018,boroughdrive&tritonroad,borough&triton
13019,royalyork&station$lakeshore&marineparade,royalyork
13020,bridletownecir&finchave.,bridletownecircle&fincheast
13021,mondovi&stclair,clair&ion
13022,militarytrail&moringingside,militarytrail&morningside
13023,dundas&stjohn,dundaseast&jones
13024,finchavee&fstationentrance,fincheast
13025,cherry&commissioner$york&wellington,commissioners
13026,garage&markland&bloor,markland&mill
13027,goodland&midland,midland
13028,northview&weston,weston
13029,centenaryloop&neilson,centenaryhospitalloop&neilson
13030,greenwood&queenstreet,greenwood&queeneast
13031,harvestmoondrive&oldfinch,harvestmoon&oldfinch
13032,elderridge&princeedward,warden
13033,selwyn&stclair,ewry
13034,burhamthorpe&eatmall,burnhamthorpe&theeastmall
13035,avenuerd&lyttonave,davean
13036,donmillsrd.&finchave.,donmills
13037,eastdaleave&goodwood,eastdale&goodwoodparkcresnorth
13038,llordmanor&northeights,lloydmanor&northheights
13039,barkdene&kingstonroad,kingston
13040,middlefield&steelsave.,middlefield
13041,bellamy&burnview,bellamynorth&burnviewcres
13042,kingstonrd.&mccowan,kingston&mccowan
13043,majormackenziedr&warden,warden
13044,arrowroad&finchave.west,arrow
13045,goreway&morningstar,goreway&morningar
13046,keele&rutheford,keele
13047,finchwest&keelest,finchwest
13048,eglintom&lebovic,eglintoneast&lebovic
13049,lawrenceavee&underhilldr,lawrenceeast&underhill
13050,evans&kiplin,evans&kipling
13051,montcastlegate&steeles,mountcastleg&e&eeleseast
13052,collingroverd&lawrenceavee,collinsgrove&lawrenceeast
13053,finchwest&youngst,finchwest
13054,greenspireroad&mclevinavenue,mclevin
13055,tangeer&yuroadway,jane
13056,ellesmereroad&victoriapark,ellesmere&victoriapark
13057,airportrd.&jetlinerrd.,airport
13058,jetlinerrd.&t3,airportsouth&jetliner
13059,hollywoodave&yonge,yonge
13060,markhamrd.&progressave,markham
13061,cosburnave.&glebemountave,cosburn
13062,guildwoodpky&schubert,guildwoodpkwy&schubert
13063,lordseatonrd&yonge,yonge
13064,holidaydrive&hwy427,holiday&thewestmall
13065,brunellogate&martingrove,martingrove
13066,crag&fromdcco$wast,mccowan
13067,eglintonavewest&renforthdr,eglintonwest&renforth
13068,kirkham&markhamrd.,kirkham&markham
13069,finch&milikengotraintrack,finch&ion
13070,queenste&woodbineave.,queeneast&woodbine
13071,silverdaledr.&yorkmillsrd,yorkmills
13072,royalyork&strathhuber,royalyork
13073,carnforth&lawranceave.,carnforth&lawrenceeast
13074,carlawa&commissioner,carlaw&commissioners
13075,lawrenceavee&manserd,lawrenceeast
13076,ellesmere.&kingstonroad,ellesmere
13077,finch.&finchdenesquare,finchdenesq
13078,majormackenziedr&ridgecrest,majormackenzieeast&ridgecrest
13079,allanrd&finch,norfinch
13080,newgaylegate.&tapscott,tapscott
13081,valleywoodsroad&yorkmills,valleywoods&yorkmills
13082,lawrance&markhamrd,markham
13083,celeste&kingstonroad,kingston
13084,lawrenceaveeast&ronan,lawrenceeast&ronan
13085,wellington&yoork,wellington&yonge
13086,arrow84c&finch,arrow
13087,bradstock&wwston,bradstock&weston
13088,colsamloop&garage,tycos
13089,adeleade&church,church
13090,adelade&church,church
13091,martingrove&steele,martingrove
13092,heckberry&woodbine,hackberry&woodbineheightsblvd
13093,gormleyave&orioleparkway,gormley&oriolepkwy
13094,culford&valenciaroad,culford
13095,finch&kennedyroad,kennedy
13096,avenuerd&melrose.,larose
13097,fortune&lawrance,ion&lawrence
13098,janest&pippinrd,jane
13099,lawrence&scarboroughgoldclub,lawrenceeast&scarboroughgolfclub
13100,cummerav&maxomeav,cummer
13101,albion&humberwood,albion
13102,407&keele,keele
13103,garage?kipling&steeles,kipling
13104,bloor&sher5bourne,blooreast&sherbourne
13105,barkdene&vicparkstation$kennedy,kennedy
13106,albion&rpyalyorkstation$claireport,albion
13107,santamonicablvd&stclairave,clair&jane
13108,craigton&voctoriapark,craigton&victoriapark
13109,morningview&oldfinch$kennedystation,kennedy
13110,danforthrd&pilkington,danforth
13111,eglintonavee&kennedyrd,kennedy
13112,dupont&palmerstone,dupont&palmerston
13113,donmillsroad&mallard,donmills
13114,altontrsn&mccowan,mccowan
13115,sheppard&calvinw&obayview,bayview
13116,kennedyave&stclairave,kennedy
13117,solitude&staines,aines
13118,leslie&macnicol,leslie&mcnicoll
13119,markhamroad&northofeglinton,markham
13120,eglinton&glenhome,eglintonwest&glenholme
13121,dufferin&majormackanze,dufferin
13122,lawrance&townlydr,lawrenceeast&townley
13123,grandview&steele'saveeast,grandravine
13124,lawrencew&sage,lawrencewest&sage
13125,dovehouse&keel,dovehousenorth&keele
13126,chapman&oriole,chapman&scarlett
13127,dufresna&grenoble,grenoble&grenoble
13128,commons&yorkuu,ormont
13129,grayson&littles,graysoncres&littles
13130,danforthave.&victoriaparkave.,danforth
13131,doplex&eglinton,duplex&eglintonwest
13132,churchst.&janest.,jane
13133,finch&gordonbakerrd,gordonbaker
13134,401&wilson,wilson
13135,midland&steelesavee,midland
13136,howdenrd&lawrance,howden&lawrenceeast
13137,egliton&southserviceroad,eglintoneast&southserviceeast
13138,midlandave&salomedr,midland
13139,frithroad&janest.,jane
13140,atlantic&libery,atlantic&liberty
13141,mccowanroad&sheppardavenueeast,mccowan
13142,bloorstreetwest&keelestreet,keele
13143,coxwellavenue&danforthroad,danforth
13144,industryst&rayave,industry
13145,cityviewdrive&dixon,dixon
13146,canniffst.&strachanave,canniff&rachan
13147,carluke&fireshire,carlukecres&fifeshire
13148,queensquay&sherbourn,sherbourne
13149,ballmeyrd.&ellesmererd.,ellesmere
13150,explorerdr&skymarkave,markham
13151,lakeshoremarineparade&parklawn,parklawn
13152,donmillsrd.&yorkmillsrd.,donmills
13153,ellesmererd.&principalrd.,ellesmere
13154,malvern&mcleevin,malvern&mclevin
13155,humberblvd.&westonrd.,weston
13156,bloor&lansdopwne,bloorwest&lansdowne
13157,bayst&bloorst,bayeast&bloorwest
13158,bayst&queensquay,bayeast&queensquaywest
13159,avenuerd&st.clements,clements&nue
13160,steeles&turffave,keele
13161,upjohnrd&yorkmillsrd,yorkmills
13162,mtcastle&steeles,mountcastleg&e&eeleseast
13163,ellesmereroad&meadowvale,ellesmere&meadowvale
13164,arncliffcr.&victoriaparkave,victoriapark
13165,indianvalleycres.&parkside,indianvalleycressouth&parkside
13166,keelest&steeles,keele
13167,keelest&wilsonave,wilson
13168,markham&ortonpark,markham
13169,church&janeschooltrip,church&jane
13170,&joicey,b&hurst&joiceyblvd
13171,dovercourtrd&dupontst,dupont
13172,miltrytrail&oldkingstonrd,militarytrail&oldkingston
13173,leslie&wood,leslie
13174,broadviwe&erindale,broadview
13175,keelest&lawrenceavewest,keele
13176,leslie&oldleslie,leslie
13177,bestation&lawrence,ion&lawrence
13178,eglinton&parkhillrd,eglinton&ion
13179,eastlaberty&pirandello,eastliberty&pirandello
13180,bedford&princearthur,bedford&bernardsouth
13181,knobhillrd.&weston,knobhill&weston
13182,bathrust&steeles,keele
13183,allinghamgardens&bathurst,b&hurst
13184,cougarcrt.&markham,cougarcrt&markham
13185,mccowan&progressavenue,mccowan
13186,allness&finch,alness&finchwest
13187,mccowanroad&sewell's,mccowan
13188,antibis&bathurst,antibes&b&hurst
13189,ellemere&markhamrd,ellesmere&markham
13190,st.clair&vicpark,clair&ion
13191,mccoean&pitfield,mccowan&pitfield
13192,wilson&yorkmillsstation.,wilson
13193,lawrenceav&yonge,yonge
13194,gulliver&keel,gulliver&keele
13195,mountcastlegate.&steelesave.,mountcastleg&e&eeleseast
13196,kiplingave&newtoronto,kipling&newtoronto
13197,albionrd&oakhurst,albion
13198,parkst&westonrd,weston
13199,eglinton&egltinon,eglinton&ion
13200,gaydon&westonrd,gaydon&weston
13201,clearviewhigts&trethewey,trethewey
13202,ellesmsre&midland,ellesmere&midland
13203,brucepk&eglinton,brucepark&eglintoneast
13204,mcowan&steeles,mccowan
13205,kingstonrd&parkcrestdr,kingston&parkcrest
13206,ellesemere&mccowan,ellesmere&mccowan
13207,ferris&rexleighdr,rexleigh
13208,avenue&chaplin,davean
13209,eglintonave.&markham,markham
13210,keeele&toro,keele&toro
13211,lumsdenave&westlake,lumsden&westlake
13212,wellington&yorkstreet,wellington&yonge
13213,cosburnave&donlands,cosburn&donlands
13214,bombayloop$richmond&chruch,church
13215,bloor.&markland,bloorwest&markland
13216,occonor&woodbine,o'connor&woodbine
13217,eastdr&wheeling,east&wheeling
13218,sparkav&victoriaparkav,victoriapark
13219,&sunnybrookhospital.,maybrook
13220,eglinton&kennedyservicerd,kennedy
13221,leasidebridge&pape,gamble&pape
13222,eesmere&markham,ellesmere&markham
13223,minevaave&queenst.east,milner
13224,minervaave&queenstreeteast,milner
13225,carlawave&commissionerstreet,carlaw
13226,ellesmere&kenndy,ellesmere&kennedy
13227,law&scargolf,lawson
13228,martingrove&westway.,martingrove&thewestway
13229,galloway&law,galloway&lawrenceeast
13230,birchmountrd&scardenave,birchmount
13231,bridletownecirclee&finch,bridletownecircle&fincheast
13232,finch&humberlinecollege,finchw&humbercollegeblvd
13233,parliamentst.&richmondst.e,parliament&richmondeast
13234,rolayyork&yorkview,royalyork&yorkview
13235,jane&st.johns,jane
13236,bethnelson&leslie,leslie
13237,bathurstst&lawrenceavewest,b&hurst&lawrencewest
13238,bayst.&bloor,bay&bloorwest-bay&ion
13239,morninsgdie&staines,aines
13240,corby&lansdown,lansdowne
13241,donmills&wyndforddr.,donmills
13242,foxridgedrive&kennedyrd,kennedy
13243,st.dennis&wyndford,dennis
13244,martingrove&volcan,martingrove&vulcan
13245,dommills&yorkmills,donmills&yorkmills
13246,davenport&dupont.,davenport&dupont
13247,eglinton&highbourne,eglinton&ion
13248,alsolakeshore&onqueensway,thequeensway
13249,bloorstreet&ossingtonavenue,bloorwest&ossington
13250,wellington&yorkst.,wellington&yonge
13251,danforthrd&wardenave.,danforth
13252,bloorst.&church,blooreast&church
13253,colinayre&huntingwood,colinayrecres&huntingwood
13254,avenuerd.&davenportrd.$queenspark,davean
13255,deepdene&kingston,kingston
13256,wilson&yongest.,wilson&yongewest
13257,lawrence&lesliew?b,leslie
13258,consumer&victoriaparkstation,victoriapark
13259,kelseys&markhamrd,markham
13260,crowntrail&neilson,crowtrail&neilson
13261,bridletownes&warden,bridletownecir&warden
13262,kingstonrd.&markhamrd.,markham
13263,finch&sentenel,finchwest&sentinel
13264,bellevuecr&weston,weston
13265,markhamrd.&steelsave.,markham
13266,northcliffe&overlea,northcliffeblvd&rogers
13267,bichmount&danforth,birchmount&danforth
13268,brimley&dallyncircle,brimley
13269,midland&salomedr,midland&salome
13270,clarinton&scarlettrd,larose&scarlett
13271,jedburgh&lawrence,jedburgh&lawrencewest
13272,sb&midland&passmore,midland&passmore
13273,canningave&papeave.,canning&pape
13274,grandave&thequeensway,grand&thequeensway
